GEOID,NAME,total_popE,total_popM,median_incomeE,median_incomeM,whiteE,whiteM,blackE,blackM,native_americanE,native_americanM,asianE,asianM,pacific_islanderE,pacific_islanderM,other_raceE,other_raceM,two_or_moreE,two_or_moreM,hispanicE,hispanicM,age_medianE,age_medianM
29071,"Franklin County, Missouri",104858,NA,70111,2827,95968,999,905,204,99,57,415,127,47,61,644,304,6780,976,2026,NA,40.9,0.4
29077,"Greene County, Missouri",299188,NA,54968,1298,262675,916,8997,627,746,189,5781,423,412,85,4450,801,16127,1103,12382,NA,36.3,0.2
29095,"Jackson County, Missouri",715526,NA,65169,1131,460920,1751,163035,1334,2646,671,12752,634,2144,252,26234,2083,47795,2495,68575,NA,37,0.2
29097,"Jasper County, Missouri",122788,NA,54963,2039,106113,892,2320,294,1234,282,1622,172,344,90,2471,626,8684,825,10658,NA,36.6,0.3
29099,"Jefferson County, Missouri",226984,NA,77217,2028,207690,1494,2278,397,241,77,2250,192,62,56,1301,372,13162,1639,5031,NA,39.9,0.3
29165,"Platte County, Missouri",107033,NA,92543,3242,87098,592,7913,479,254,130,2840,285,621,141,2159,397,6148,701,7086,NA,38.7,0.4
29183,"St. Charles County, Missouri",406262,NA,99596,1457,351477,1056,20467,818,346,90,11152,422,184,76,4056,636,18580,1204,14473,NA,39.4,0.2
29187,"St. Francois County, Missouri",66814,NA,53083,3501,61049,466,1976,210,273,209,346,89,15,28,565,312,2590,477,1338,NA,39.4,0.6
29189,"St. Louis County, Missouri",999703,NA,78067,1284,641470,2600,241990,1627,858,222,46972,1031,198,74,13017,1829,55198,2639,31016,NA,40.2,0.2
29510,"St. Louis city, Missouri",298018,NA,52941,1545,137897,785,130753,938,616,179,10433,338,203,64,4077,685,14039,1246,12834,NA,36.5,0.2
30013,"Cascade County, Montana",84423,NA,61351,2847,72122,539,1246,201,3100,386,799,154,27,31,1549,456,5580,580,4261,NA,37.9,0.3
30029,"Flathead County, Montana",105950,NA,68025,2865,97452,498,334,124,1138,279,871,108,0,26,1012,352,5143,535,3471,NA,42.3,0.3
30031,"Gallatin County, Montana",119685,NA,83434,2988,109207,557,525,137,925,223,1673,245,3,6,1627,466,5725,521,5093,NA,33.5,0.2
30049,"Lewis and Clark County, Montana",71487,NA,71967,3306,65856,387,408,87,912,213,485,120,0,26,438,290,3388,408,2638,NA,41.2,0.5
30063,"Missoula County, Montana",118541,NA,66840,1960,105605,640,744,169,2477,472,2142,269,113,38,1145,424,6315,804,4310,NA,36.7,0.3
30111,"Yellowstone County, Montana",165524,NA,72300,2616,144877,1228,1378,491,6388,622,1274,240,237,249,2575,1010,8795,849,10268,NA,38.4,0.4
31055,"Douglas County, Nebraska",582638,NA,76083,1154,427980,1815,62372,1262,3513,679,24377,659,198,88,20832,1916,43366,2639,77807,NA,35.3,0.1
31109,"Lancaster County, Nebraska",322063,NA,70387,1547,268359,1083,12021,721,2085,359,13278,670,209,106,6053,718,20058,1235,24790,NA,34.1,0.1
31153,"Sarpy County, Nebraska",191272,NA,95911,1955,159141,1225,7973,516,872,250,4835,392,233,39,5822,914,12396,1135,20145,NA,35.3,0.1
32003,"Clark County, Nevada",2265926,NA,69911,566,1130071,6352,272038,3321,23822,1987,230540,2258,17769,920,285708,5461,305978,6640,725437,NA,37.8,0.2
32031,"Washoe County, Nevada",486674,NA,81531,1600,330713,2447,12133,723,6355,592,26126,911,3544,262,52118,2775,55685,3013,123956,NA,38.6,0.2
33005,"Cheshire County, New Hampshire",76610,NA,76551,4519,71795,250,517,144,102,48,512,239,14,16,532,262,3138,386,1662,NA,43.5,0.3
33009,"Grafton County, New Hampshire",90836,NA,79949,2014,81662,374,1057,183,209,84,3082,241,55,54,693,195,4078,435,2385,NA,44.1,0.4
33011,"Hillsborough County, New Hampshire",422733,NA,95112,2183,358618,1656,10912,871,604,201,17708,695,64,72,7716,1083,27111,1830,32558,NA,40.9,0.2
33013,"Merrimack County, New Hampshire",153918,NA,88806,2398,141787,394,2451,269,407,176,2986,327,31,31,799,263,5457,527,3802,NA,42.8,0.3
33015,"Rockingham County, New Hampshire",315169,NA,110225,2848,290277,1330,2814,386,155,108,6466,484,67,52,3363,826,12027,1294,10933,NA,44.7,0.1
33017,"Strafford County, New Hampshire",130965,NA,83212,3473,117587,586,1445,294,64,39,3908,366,98,142,1078,356,6785,706,3790,NA,37.7,0.3
34001,"Atlantic County, New Jersey",274339,NA,73113,1917,164950,1403,37060,1171,917,430,21399,558,162,38,25069,1907,24782,2087,54178,NA,42,0.3
34003,"Bergen County, New Jersey",953243,NA,118714,1607,593955,3815,54689,1480,2364,469,158543,1420,204,73,55942,3435,87546,3958,205545,NA,42,0.2
34005,"Burlington County, New Jersey",461853,NA,102615,1436,312451,1712,76293,1564,907,422,25304,631,222,272,14899,1618,31777,2080,41114,NA,41.7,0.2
34007,"Camden County, New Jersey",522581,NA,82005,1414,304112,1898,100874,1649,1118,452,30964,601,194,146,49271,2736,36048,2363,94913,NA,38.7,0.2
34009,"Cape May County, New Jersey",95456,NA,83870,3707,83363,688,3601,376,66,77,764,140,0,32,2865,682,4797,757,7960,NA,50.9,0.3
34011,"Cumberland County, New Jersey",153588,NA,62310,2205,86989,1680,29168,1119,1413,402,2390,269,32,43,15756,1807,17840,1720,49802,NA,37.9,0.3
34013,"Essex County, New Jersey",853374,NA,73785,1477,302714,4028,322188,2727,2553,460,48695,923,295,160,98821,4099,78108,4105,204966,NA,37.6,0.2
34015,"Gloucester County, New Jersey",302621,NA,99668,2605,237645,1199,31612,1025,343,170,9796,345,48,103,9374,1367,13803,1297,21577,NA,40.2,0.2
34017,"Hudson County, New Jersey",712029,NA,86854,1782,294600,4578,85956,1864,4273,1100,114096,1211,120,139,104184,4537,108800,3852,302289,NA,35.6,0.2
34019,"Hunterdon County, New Jersey",129099,NA,133534,3236,110929,668,3320,225,158,96,5753,339,56,44,2230,440,6653,650,9396,NA,46.4,0.2
34021,"Mercer County, New Jersey",383732,NA,92697,2156,206314,2557,75624,1327,1020,369,46762,548,99,66,26949,2588,26964,2562,73707,NA,39.3,0.3
34023,"Middlesex County, New Jersey",860147,NA,105206,1538,411593,3614,87996,1489,5087,982,214701,1613,352,79,74810,4071,65608,3077,191469,NA,39.1,0.2
34025,"Monmouth County, New Jersey",643064,NA,118527,1903,504819,2080,42384,1114,2193,971,34800,900,270,65,20446,1774,38152,2303,72419,NA,43.3,0.1
34027,"Morris County, New Jersey",508816,NA,130808,2727,375503,2296,17212,842,739,224,54664,916,56,52,20810,2083,39832,2286,71824,NA,42.7,0.2
34029,"Ocean County, New Jersey",638691,NA,82379,1455,555742,2237,19810,963,1535,656,11956,563,106,76,19249,2167,30293,2224,61991,NA,41.8,0.2
34031,"Passaic County, New Jersey",519986,NA,84465,1564,263234,3177,55831,1021,1542,443,28369,694,179,116,90649,4089,80182,3696,224495,NA,37.8,0.2
34033,"Salem County, New Jersey",64840,NA,73378,3047,48862,550,9492,432,208,127,583,163,12,19,2499,581,3184,577,6698,NA,41.8,0.3
34035,"Somerset County, New Jersey",344978,NA,131948,3280,198971,1549,33100,880,1230,445,65730,686,24,23,21402,2026,24521,1861,53476,NA,42,0.3
34037,"Sussex County, New Jersey",144808,NA,111094,2734,126564,714,3185,263,26,22,2759,266,13,20,3329,580,8932,922,14343,NA,44.5,0.2
34039,"Union County, New Jersey",572079,NA,95000,2210,254904,3258,118209,1826,1987,1241,32237,764,87,72,106983,3966,57672,3707,189236,NA,39,0.2
34041,"Warren County, New Jersey",109739,NA,92620,2407,90390,695,5661,340,101,49,3099,238,23,42,3069,419,7396,700,12025,NA,44,0.2
35001,"Bernalillo County, New Mexico",674692,NA,62220,1395,406649,5327,19377,993,33180,1426,18517,753,597,208,70948,3678,125424,4794,342361,NA,38.6,0.2
35013,"Doña Ana County, New Mexico",219870,NA,51232,2122,128908,3861,4084,484,2717,500,2588,304,384,269,40723,2875,40466,2681,151592,NA,33.2,0.3
35025,"Lea County, New Mexico",73103,NA,65855,4832,45587,1611,3078,360,800,236,440,15,0,31,5848,1059,17350,1682,44987,NA,32.2,0.2
35031,"McKinley County, New Mexico",72073,NA,44029,2840,7477,468,386,95,55049,975,958,121,56,45,4070,813,4077,862,10559,NA,33.6,0.3
35035,"Otero County, New Mexico",67850,NA,50833,2899,43549,1563,2514,203,4560,346,833,150,45,58,5500,1156,10849,1329,26433,NA,35.9,0.4
35043,"Sandoval County, New Mexico",149460,NA,76424,2918,90123,1918,3391,279,18214,560,2369,438,357,215,10830,1578,24176,1986,60690,NA,40.8,0.3
35045,"San Juan County, New Mexico",121798,NA,50734,2213,54808,1148,909,210,48128,892,969,202,28,26,8185,948,8771,1203,26373,NA,36.8,0.2
35049,"Santa Fe County, New Mexico",154481,NA,70522,2573,104066,2419,1592,236,4888,391,2119,191,125,69,17948,1958,23743,1599,78479,NA,47.7,0.2
35061,"Valencia County, New Mexico",76613,NA,56246,2765,48321,1455,1121,237,3121,482,589,190,30,57,8234,1226,15197,1669,46825,NA,38.8,0.4
36001,"Albany County, New York",315041,NA,78829,2049,227136,1136,38455,1198,265,120,23091,572,215,57,6635,818,19244,1560,20613,NA,38.1,0.3
36005,"Bronx County, New York",1443229,NA,47036,890,258727,5045,491689,4222,14119,1904,56630,1218,1726,715,462156,7967,158182,5935,814017,NA,35,0.1
36007,"Broome County, New York",198365,NA,58317,1761,163872,604,10808,896,312,150,9782,349,78,80,3614,687,9899,1131,9431,NA,39.7,0.3
36009,"Cattaraugus County, New York",77000,NA,56889,1778,69289,259,1192,169,2117,162,549,105,0,31,677,167,3176,339,1828,NA,42.5,0.4
36011,"Cayuga County, New York",76171,NA,63227,2736,68242,329,2625,361,134,57,575,127,8,10,1087,250,3500,467,2428,NA,43.4,0.5
36013,"Chautauqua County, New York",127440,NA,54625,1754,113168,676,3352,320,432,181,894,129,69,15,4009,538,5516,561,10333,NA,42.8,0.2
36015,"Chemung County, New York",83584,NA,61358,2475,71833,415,4470,426,267,142,1275,170,0,31,876,222,4863,591,2874,NA,41.7,0.5
36019,"Clinton County, New York",79839,NA,67097,2802,72093,278,2845,231,222,123,1151,156,31,39,1213,262,2284,340,2340,NA,40.9,0.4
36027,"Dutchess County, New York",296467,NA,94578,2520,217242,1484,31418,897,904,304,10111,564,142,85,14156,1302,22494,1682,40137,NA,42.9,0.2
36029,"Erie County, New York",951232,NA,68014,804,717085,1746,122787,1771,3796,368,41161,656,185,77,22302,1487,43916,2499,56711,NA,40.1,0.2
36045,"Jefferson County, New York",117445,NA,62782,2286,98846,567,6888,462,314,151,1842,247,289,66,2133,511,7133,728,9326,NA,32.8,0.2
36047,"Kings County, New York",2679620,NA,74692,946,1082004,4899,803621,5200,14503,1484,321110,2572,1460,412,261596,6845,195326,6791,506473,NA,35.9,0.1
36053,"Madison County, New York",68020,NA,68869,2781,62497,453,1141,189,227,51,688,89,0,31,609,181,2858,496,1695,NA,42.5,0.5
36055,"Monroe County, New York",756406,NA,71450,965,546529,1880,112897,1669,1511,314,28883,831,488,279,21973,1768,44125,2486,72266,NA,39.3,0.2
36059,"Nassau County, New York",1389160,NA,137709,1920,861432,3807,160936,2193,3695,827,156363,1610,445,192,109689,4798,96600,4143,243684,NA,41.7,0.1
36061,"New York County, New York",1645867,NA,99880,1781,842952,5060,230583,3492,8518,1755,199086,1993,765,285,209622,6823,154341,6140,428297,NA,38.5,0.2
36063,"Niagara County, New York",212230,NA,65882,1757,180212,728,14059,677,1267,204,2495,233,45,44,2261,441,11891,1017,7542,NA,43.1,0.2
36065,"Oneida County, New York",231055,NA,66402,2173,191180,1026,13909,926,441,88,9824,405,113,54,4360,812,11228,1201,14936,NA,40.9,0.3
36067,"Onondaga County, New York",472637,NA,71479,1125,362589,930,52245,1364,2406,416,18931,517,179,107,7162,906,29125,1511,25562,NA,39.4,0.2
36069,"Ontario County, New York",112288,NA,76603,2249,101505,507,2457,287,85,45,1588,155,0,31,1836,439,4817,549,5852,NA,43.8,0.3
36071,"Orange County, New York",401237,NA,91806,1781,269528,2509,45972,1353,2276,605,11550,480,299,205,34986,2707,36626,2715,89494,NA,36.8,0.2
36075,"Oswego County, New York",118037,NA,65054,2122,110043,541,1249,212,152,85,925,141,74,51,1106,297,4488,568,3401,NA,40.3,0.4
36079,"Putnam County, New York",97942,NA,120970,4873,78451,1003,3357,398,192,111,2190,187,21,26,8194,927,5537,814,16898,NA,44.1,0.3
36081,"Queens County, New York",2360826,NA,82431,873,720630,6229,417637,3873,13901,1273,614652,3022,1297,385,368856,7612,223853,5886,661807,NA,39.9,0.1
36083,"Rensselaer County, New York",160943,NA,83734,1899,133037,776,10759,675,219,154,4998,246,2,5,2616,472,9312,892,8761,NA,40,0.2
36085,"Richmond County, New York",492925,NA,96185,2504,326334,2731,48670,1355,1787,543,56516,853,183,158,23636,2332,35799,2353,92411,NA,40.3,0.2
36087,"Rockland County, New York",337326,NA,106173,3057,225889,2075,38683,964,835,348,20566,422,38,60,28598,2326,22717,2056,62908,NA,35.3,0.1
36089,"St. Lawrence County, New York",108670,NA,58339,2025,100370,286,2421,171,499,128,1128,106,51,14,904,150,3297,312,2577,NA,38.8,0.4
36091,"Saratoga County, New York",236328,NA,97038,2189,213299,806,3908,393,459,236,6993,395,13,23,2118,517,9538,856,8320,NA,43.3,0.2
36093,"Schenectady County, New York",159447,NA,75056,2274,114752,899,16800,1133,525,221,7837,523,85,64,6085,1105,13363,1172,12290,NA,39.7,0.3
36101,"Steuben County, New York",93584,NA,62506,1793,87093,288,1442,158,92,45,1538,85,0,31,690,195,2729,276,1672,NA,42.8,0.2
36103,"Suffolk County, New York",1524486,NA,122498,1447,1111855,4884,115996,3181,6245,1106,64985,970,284,128,103689,5005,121432,5250,313371,NA,41.7,0.1
36105,"Sullivan County, New York",78725,NA,67841,2952,58757,874,6628,386,577,199,1528,114,7,23,5323,870,5905,787,13663,NA,41.9,0.4
36109,"Tompkins County, New York",102555,NA,69995,2807,80182,421,4158,506,143,66,9871,338,20,27,2538,430,5643,512,5521,NA,32.6,0.3
36111,"Ulster County, New York",182153,NA,77197,3493,142478,1747,11022,484,343,131,3573,391,32,45,7051,1108,17654,1754,20154,NA,44.2,0.2
36113,"Warren County, New York",65684,NA,74531,3532,61373,348,906,157,47,34,475,135,0,31,304,109,2579,361,1909,NA,46.7,0.3
36117,"Wayne County, New York",91324,NA,71007,2203,81988,606,2214,249,156,123,801,113,3,6,1734,459,4428,518,4362,NA,43.6,0.3
36119,"Westchester County, New York",997904,NA,114651,1787,571908,3390,145484,1993,3824,734,62024,965,134,108,125547,4786,88983,4047,257189,NA,41.3,0.2
37001,"Alamance County, North Carolina",171779,NA,60866,2024,112619,1068,33714,741,526,269,2817,266,57,33,11820,1262,10226,1192,23200,NA,39.1,0.4
37019,"Brunswick County, North Carolina",139721,NA,71193,2217,116031,920,12048,588,620,278,833,133,44,68,2567,723,7578,1075,7114,NA,55.7,0.2
37021,"Buncombe County, North Carolina",269449,NA,66531,2003,229554,1155,15089,712,561,269,3106,335,373,70,4744,1009,16022,1498,19093,NA,42.3,0.3
37023,"Burke County, North Carolina",87799,NA,53732,2551,72967,547,5181,520,806,315,2996,235,58,65,2939,621,2852,558,5858,NA,45.1,0.3
37025,"Cabarrus County, North Carolina",226396,NA,83828,2539,146679,1704,42874,1105,206,194,11170,475,80,78,11688,2015,13699,1475,25629,NA,37.6,0.3
37027,"Caldwell County, North Carolina",80716,NA,52362,2086,70428,363,3496,337,63,34,440,136,78,104,2937,532,3274,510,4967,NA,45.1,0.4
37031,"Carteret County, North Carolina",68353,NA,66965,2014,60190,362,2912,259,250,68,833,118,12,14,1053,349,3103,365,3102,NA,49.9,0.2
37035,"Catawba County, North Carolina",161011,NA,62070,1942,124060,1075,13044,637,729,324,6584,602,24,41,7146,939,9424,1182,16667,NA,41.5,0.3
37037,"Chatham County, North Carolina",76754,NA,84222,3849,57509,874,8280,485,145,80,1277,207,0,32,5011,845,4532,688,9332,NA,47.6,0.4
37045,"Cleveland County, North Carolina",99527,NA,50723,2733,72559,635,20110,503,98,60,968,163,111,133,2134,522,3547,726,4113,NA,41.4,0.5
37049,"Craven County, North Carolina",101098,NA,61676,2559,69166,877,21224,438,426,138,2652,388,189,12,1883,522,5558,1013,7857,NA,38.5,0.5
37051,"Cumberland County, North Carolina",335207,NA,55551,979,151226,1285,124680,1389,4085,371,8339,462,1258,132,13663,1123,31956,1815,41992,NA,31.7,0.1
37057,"Davidson County, North Carolina",169498,NA,58473,1984,137816,818,16348,611,329,192,2652,233,30,42,2697,672,9626,1180,13291,NA,42.6,0.3
37063,"Durham County, North Carolina",325101,NA,74927,2323,154835,1802,111478,1229,1302,381,16949,500,142,146,17058,1722,23337,2071,44807,NA,35.8,0.1
37067,"Forsyth County, North Carolina",383739,NA,61229,1542,231971,2012,99010,1183,1461,407,9334,385,232,87,16566,1717,25165,1963,52425,NA,38.4,0.2
37069,"Franklin County, North Carolina",69680,NA,70493,3613,44934,422,16666,640,379,246,462,155,2,4,3506,610,3731,670,6537,NA,41,0.5
37071,"Gaston County, North Carolina",228972,NA,62628,1627,166431,1058,39351,906,584,233,3904,275,318,249,5444,840,12940,1219,18383,NA,39.9,0.3
37081,"Guilford County, North Carolina",539557,NA,62880,1683,275155,1966,184784,1779,1832,501,28000,628,65,53,18317,2118,31404,2261,46429,NA,37.2,0.2
37085,"Harnett County, North Carolina",134718,NA,64992,2801,87411,879,27962,632,1624,464,1599,362,407,91,6271,956,9444,1017,18477,NA,35.2,0.1
37089,"Henderson County, North Carolina",116469,NA,65508,2953,101264,880,3948,440,518,199,1506,172,168,181,3992,834,5073,812,12313,NA,47.7,0.3
37097,"Iredell County, North Carolina",187839,NA,73103,2377,145120,880,21937,598,497,226,4795,358,102,141,6040,879,9348,980,15549,NA,40.8,0.2
37101,"Johnston County, North Carolina",219042,NA,75288,2516,152984,1594,36185,752,1205,410,1513,258,87,92,14061,1965,13007,1337,31751,NA,38.4,0.3
37105,"Lee County, North Carolina",63560,NA,60941,3191,43650,993,12054,447,104,82,805,197,0,32,2147,699,4800,986,12691,NA,39.6,0.7
37109,"Lincoln County, North Carolina",87933,NA,75672,3178,75764,782,4915,260,194,111,719,129,32,45,1963,564,4346,830,6642,NA,44.3,0.3
37119,"Mecklenburg County, North Carolina",1115403,NA,79265,1263,539668,2865,349308,3148,3862,733,69559,1198,345,130,76272,3980,76389,4820,155481,NA,35.4,0.1
37125,"Moore County, North Carolina",100759,NA,77981,3531,79661,670,10370,463,513,213,1276,175,85,5,3133,745,5721,684,7384,NA,43,0.4
37127,"Nash County, North Carolina",95015,NA,56770,1994,47001,554,38450,453,503,136,718,153,27,43,4486,695,3830,706,7122,NA,41.7,0.6
37129,"New Hanover County, North Carolina",228134,NA,67515,2271,180420,1119,27648,1049,507,188,3007,308,34,42,5928,1036,10590,1139,13857,NA,40.2,0.3
37133,"Onslow County, North Carolina",203686,NA,59976,2239,143660,1046,28351,1125,1104,347,3822,408,286,131,4610,883,21853,1829,27060,NA,26.9,0.3
37135,"Orange County, North Carolina",145919,NA,85785,2626,105171,763,15949,651,1074,500,11383,314,34,43,4084,747,8224,967,12740,NA,36.2,0.3
37141,"Pender County, North Carolina",61592,NA,74538,4322,46696,566,8171,359,177,80,318,81,30,36,3203,500,2997,614,4804,NA,42.6,0.5
37147,"Pitt County, North Carolina",171196,NA,54915,2627,93580,666,60117,625,683,354,2967,332,62,98,7042,920,6745,888,11540,NA,33.2,0.3
37151,"Randolph County, North Carolina",144403,NA,56423,1881,118493,913,8163,568,419,198,1728,273,99,116,7892,921,7609,915,17837,NA,41.4,0.4
37155,"Robeson County, North Carolina",117573,NA,39393,1287,30143,398,27784,258,47225,453,784,107,38,37,8204,507,3395,577,11005,NA,36.8,0.2
37157,"Rockingham County, North Carolina",91209,NA,50737,2244,66592,672,16080,579,650,450,514,173,157,129,2767,649,4449,684,5910,NA,45.1,0.3
37159,"Rowan County, North Carolina",147067,NA,59717,2292,108005,918,23543,654,828,460,1581,181,29,28,5209,812,7872,1298,14375,NA,40.7,0.4
37171,"Surry County, North Carolina",71429,NA,52743,2438,62836,636,2690,275,205,84,456,62,38,7,1877,580,3327,704,8217,NA,43.8,0.4
37179,"Union County, North Carolina",240109,NA,95533,2425,178008,1179,27360,817,893,311,9115,289,42,33,11293,1087,13398,1240,28320,NA,38.9,0.2
37183,"Wake County, North Carolina",1132103,NA,96734,1318,692488,3136,222729,2014,3043,581,89236,1101,391,86,46402,3020,77814,3568,117995,NA,37,0.1
37191,"Wayne County, North Carolina",117480,NA,54323,2745,67475,956,36035,604,131,64,1346,207,122,136,3083,788,9288,1157,14934,NA,37.5,0.6
37193,"Wilkes County, North Carolina",66125,NA,49119,3036,58549,479,2446,310,157,63,297,153,272,187,1356,355,3048,570,4629,NA,45.3,0.3
37195,"Wilson County, North Carolina",78667,NA,49827,2161,36875,644,31173,468,240,114,780,195,0,32,6093,655,3506,702,8791,NA,40.9,0.4
38015,"Burleigh County, North Dakota",98443,NA,82141,2626,86027,672,1912,309,3581,514,819,110,654,445,815,231,4635,903,2826,NA,37.7,0.3
38017,"Cass County, North Dakota",186328,NA,73249,2516,157536,613,12027,436,1902,296,5995,347,4,8,1321,458,7543,792,5592,NA,32.7,0.2
38035,"Grand Forks County, North Dakota",72927,NA,64698,3147,61283,311,2755,362,1456,250,2066,198,337,314,1205,320,3825,503,3482,NA,30.3,0.1
38101,"Ward County, North Dakota",69532,NA,78143,2048,58044,481,2997,332,899,258,1141,203,73,60,1454,345,4924,594,4691,NA,33,0.4
39003,"Allen County, Ohio",102087,NA,58976,2172,83081,469,10963,543,181,98,850,122,15,23,1330,364,5667,657,3548,NA,39.8,0.3
39007,"Ashtabula County, Ohio",97666,NA,53663,2186,88110,476,3487,309,85,47,371,112,36,57,964,302,4613,473,4625,NA,42.6,0.4
39013,"Belmont County, Ohio",66554,NA,56943,2417,61237,162,2014,249,40,30,409,69,38,32,300,112,2516,291,776,NA,44.1,0.3
39017,"Butler County, Ohio",388327,NA,77062,1604,311138,1770,32073,1072,373,210,15372,627,199,179,7242,1223,21930,1926,20213,NA,37.2,0.2
39023,"Clark County, Ohio",135877,NA,58954,1554,115436,504,11031,544,77,53,860,138,84,161,1692,362,6697,663,5113,NA,41.4,0.4
39025,"Clermont County, Ohio",208851,NA,79573,2289,194703,591,2920,324,128,71,2509,365,0,29,1297,353,7294,741,4546,NA,40.5,0.3
39029,"Columbiana County, Ohio",101723,NA,55473,2209,95149,420,2219,282,72,44,493,194,86,105,692,326,3012,466,2040,NA,44.5,0.3
39035,"Cuyahoga County, Ohio",1256620,NA,60074,699,751741,1920,365216,2429,2540,519,40087,887,450,193,24482,1885,72104,3104,81987,NA,40.4,0.1
39041,"Delaware County, Ohio",216074,NA,123995,2344,179350,820,8523,531,131,73,15743,612,77,79,1819,431,10431,1097,6294,NA,39.8,0.3
39043,"Erie County, Ohio",75299,NA,65171,2842,62352,556,6743,397,162,65,558,138,21,24,1023,390,4440,724,3592,NA,44.8,0.4
39045,"Fairfield County, Ohio",159371,NA,82969,3243,133707,597,13477,668,145,81,3497,351,143,149,1804,471,6598,887,4013,NA,39.5,0.3
39049,"Franklin County, Ohio",1318149,NA,71070,926,819022,2222,302564,3299,2647,648,71316,1696,373,93,33239,2328,88988,4283,79457,NA,34.6,0.1
39055,"Geauga County, Ohio",95455,NA,97162,3810,90028,491,917,142,59,38,486,177,4,14,602,265,3359,483,1640,NA,44.6,0.2
39057,"Greene County, Ohio",167567,NA,81243,2430,140082,803,10757,522,160,104,4912,327,131,118,1757,509,9768,790,5260,NA,38.6,0.3
39061,"Hamilton County, Ohio",827671,NA,68249,1092,541412,1761,210353,2235,887,286,23056,749,536,209,10332,1468,41095,2681,31018,NA,36.8,0.2
39063,"Hancock County, Ohio",75072,NA,67006,3050,68037,338,1322,169,59,59,1458,255,13,20,1610,373,2573,402,4514,NA,39.4,0.3
39085,"Lake County, Ohio",232236,NA,76835,1297,204742,1017,10946,594,248,113,3253,261,90,4,3079,696,9878,1106,11233,NA,43.9,0.2
39089,"Licking County, Ohio",178844,NA,78505,2179,157835,544,7361,513,163,105,4860,364,37,48,1339,480,7249,723,4001,NA,40.2,0.3
39093,"Lorain County, Ohio",313101,NA,67272,1175,254310,1505,23561,1058,675,270,3932,264,23,31,5073,667,25527,1812,33195,NA,41.9,0.2
39095,"Lucas County, Ohio",430014,NA,57265,969,300496,1267,81452,1505,1081,369,7172,398,273,134,10247,1193,29293,1811,32993,NA,38.1,0.2
39099,"Mahoning County, Ohio",227979,NA,54279,1069,174852,916,32671,898,574,214,2067,292,43,53,4346,727,13426,1322,14922,NA,43.3,0.3
39101,"Marion County, Ohio",65366,NA,55106,4581,57521,262,3375,318,116,47,482,76,26,24,740,294,3106,350,1971,NA,40.7,0.5
39103,"Medina County, Ohio",182347,NA,89968,2429,170020,571,2585,292,225,134,1826,229,0,29,818,277,6873,699,4545,NA,42.7,0.3
39109,"Miami County, Ohio",108818,NA,71440,2272,99955,349,2198,366,119,79,1790,183,10,17,482,229,4264,518,2101,NA,41.1,0.4
39113,"Montgomery County, Ohio",536121,NA,61942,996,377282,956,109498,1410,888,269,11954,452,109,73,6997,997,29393,1754,18342,NA,39,0.2
39119,"Muskingum County, Ohio",86393,NA,56810,2758,78628,243,2786,300,99,68,455,136,0,29,439,271,3986,439,1132,NA,40.5,0.3
39133,"Portage County, Ohio",161217,NA,69796,2200,142780,666,7585,577,70,52,2951,355,41,39,846,256,6944,818,3327,NA,39.1,0.3
39139,"Richland County, Ohio",125008,NA,56557,1991,106875,378,9847,532,117,59,1080,188,166,199,1114,335,5809,611,2667,NA,40.9,0.4
39141,"Ross County, Ohio",76957,NA,58048,2381,68763,369,4268,237,96,46,336,111,25,26,487,329,2982,395,1063,NA,41.3,0.4
39145,"Scioto County, Ohio",73716,NA,46360,1684,68616,285,2045,252,179,106,357,48,5,10,252,135,2262,332,1143,NA,40.6,0.6
39151,"Stark County, Ohio",374199,NA,63130,1165,322098,751,27867,1314,405,178,3368,274,27,31,2433,512,18001,1535,8727,NA,41.8,0.2
39153,"Summit County, Ohio",539361,NA,68360,856,409561,1334,75371,1662,682,217,21162,659,42,40,3895,830,28648,1753,13165,NA,41.1,0.2
39155,"Trumbull County, Ohio",201749,NA,53537,1930,175173,621,15945,741,166,74,1175,205,169,197,532,202,8589,909,4097,NA,44,0.2
39157,"Tuscarawas County, Ohio",92840,NA,61953,2272,88718,515,569,147,66,49,336,72,2,6,806,457,2343,334,3177,NA,41.1,0.4
39159,"Union County, Ohio",63411,NA,104496,3057,55745,260,1581,228,90,61,2975,202,0,29,460,190,2560,380,1443,NA,38.4,0.5
39165,"Warren County, Ohio",243189,NA,103128,2349,207082,1094,8505,499,265,148,16113,479,6,9,2616,818,8602,1307,7597,NA,39.5,0.3
39169,"Wayne County, Ohio",116680,NA,70320,1919,109599,327,1564,234,91,40,1312,165,0,29,1125,299,2989,425,2507,NA,38.8,0.4
39173,"Wood County, Ohio",131564,NA,70537,2274,117113,515,2660,330,268,72,2547,197,165,109,1794,378,7017,642,7862,NA,35.4,0.2
40017,"Canadian County, Oklahoma",156681,NA,82364,2104,119845,915,5582,431,5736,564,4803,380,208,115,5087,771,15420,1027,16521,NA,36.2,0.2
40027,"Cleveland County, Oklahoma",295060,NA,71757,1737,215449,1365,14127,749,12455,815,13567,557,254,198,7270,1019,31938,1353,28359,NA,34.8,0.1
40031,"Comanche County, Oklahoma",121777,NA,57150,1458,72613,729,18938,834,5779,527,2976,263,535,155,3898,710,17038,974,17286,NA,33.5,0.2
40037,"Creek County, Oklahoma",72076,NA,61657,2189,55330,301,1423,138,8224,354,433,119,6,7,1083,247,5577,476,3514,NA,40.4,0.3
