GEOID,NAME,total_popE,total_popM,median_incomeE,median_incomeM,whiteE,whiteM,blackE,blackM,native_americanE,native_americanM,asianE,asianM,pacific_islanderE,pacific_islanderM,other_raceE,other_raceM,two_or_moreE,two_or_moreM,hispanicE,hispanicM,age_medianE,age_medianM
17143,"Peoria County, Illinois",181186,NA,63409,1483,126959,640,31848,1094,302,99,8100,268,16,26,3443,588,10518,1252,9539,NA,38.1,0.3
17161,"Rock Island County, Illinois",143819,NA,64435,1977,107919,767,15404,887,308,131,3774,230,237,199,6162,826,10015,1152,19477,NA,40.2,0.3
17163,"St. Clair County, Illinois",256791,NA,68915,1832,158891,1008,72692,1194,917,379,4022,362,72,76,4098,1075,16099,1227,11524,NA,39.4,0.2
17167,"Sangamon County, Illinois",196122,NA,71653,1845,156663,516,24902,853,173,50,4274,327,32,39,1056,301,9022,1053,4924,NA,40.6,0.3
17179,"Tazewell County, Illinois",131276,NA,74606,1890,123986,437,1533,302,145,48,1420,147,61,62,521,219,3610,492,3385,NA,41.6,0.3
17183,"Vermilion County, Illinois",74113,NA,52787,1819,58996,324,10763,191,87,59,728,84,15,18,777,269,2747,447,4035,NA,40.8,0.4
17197,"Will County, Illinois",696774,NA,103678,1442,472488,2830,80419,1273,3034,730,41205,864,82,51,44309,2279,55237,2966,129687,NA,38.7,0.2
17199,"Williamson County, Illinois",67120,NA,60325,3173,60005,236,2218,301,322,180,1034,103,0,29,531,240,3010,451,1919,NA,41.2,0.3
17201,"Winnebago County, Illinois",284591,NA,61738,1336,204108,1666,38111,945,834,270,8163,319,102,37,11553,1337,21720,1609,40052,NA,39.5,0.3
18003,"Allen County, Indiana",385456,NA,66222,1399,286707,1082,43301,1133,798,281,18214,517,179,46,11809,1036,24448,1865,30851,NA,36.1,0.2
18005,"Bartholomew County, Indiana",82371,NA,76912,3813,67612,520,1331,223,76,52,6647,227,0,30,2899,709,3806,683,6513,NA,38,0.4
18011,"Boone County, Indiana",71235,NA,103038,3101,63882,374,1536,164,37,35,2227,236,27,45,562,318,2964,461,2488,NA,38.3,0.6
18019,"Clark County, Indiana",121484,NA,69005,2053,102794,541,8629,621,392,257,1266,160,14,22,1660,453,6729,820,7115,NA,39.6,0.4
18035,"Delaware County, Indiana",112156,NA,53377,2357,97726,360,6999,355,93,53,1754,151,22,40,800,298,4762,499,3003,NA,35.6,0.2
18039,"Elkhart County, Indiana",206841,NA,63978,2412,164733,2003,10268,676,686,223,2230,257,138,136,13979,1834,14807,1630,35681,NA,35.6,0.1
18043,"Floyd County, Indiana",80191,NA,75686,2658,70587,293,4046,338,85,74,936,158,8,13,598,217,3931,454,2999,NA,39.8,0.4
18053,"Grant County, Indiana",66560,NA,53033,2844,57263,301,4541,375,190,115,564,102,0,30,789,253,3213,529,3145,NA,40.1,0.7
18057,"Hamilton County, Indiana",349527,NA,114866,2326,290880,1257,14260,1094,256,142,22566,921,139,52,4217,902,17209,2162,15660,NA,37.8,0.2
18059,"Hancock County, Indiana",80170,NA,85262,2632,73061,323,2171,396,124,79,692,141,0,30,862,268,3260,575,2326,NA,39.6,0.6
18063,"Hendricks County, Indiana",175639,NA,95261,3124,144917,762,14231,755,305,177,5672,386,42,48,2722,582,7750,1207,7963,NA,38.4,0.3
18067,"Howard County, Indiana",83452,NA,62014,3730,71455,438,6551,402,163,102,1043,154,6,10,602,282,3632,597,3155,NA,41.2,0.5
18081,"Johnson County, Indiana",161952,NA,82730,1759,142093,742,4210,549,151,149,6838,397,61,40,1564,495,7035,1038,6230,NA,37.9,0.3
18085,"Kosciusko County, Indiana",80442,NA,70945,3073,72062,558,597,186,262,123,1224,128,0,30,2210,529,4087,539,6787,NA,39,0.4
18089,"Lake County, Indiana",497682,NA,66375,1228,292007,2148,115950,876,1616,324,7489,342,129,46,41821,2279,38670,1851,100415,NA,39.3,0.2
18091,"LaPorte County, Indiana",112215,NA,66854,2323,89980,575,11998,534,237,89,705,196,39,52,2878,512,6378,792,8073,NA,40.5,0.3
18095,"Madison County, Indiana",130545,NA,60060,1773,111737,509,10402,385,283,168,769,105,2,4,2115,454,5237,722,6053,NA,40.7,0.3
18097,"Marion County, Indiana",971737,NA,59504,858,548461,2711,274056,2683,2459,709,38242,1140,172,58,46090,3472,62257,3413,107973,NA,34.4,0.1
18105,"Monroe County, Indiana",140065,NA,60308,2451,118231,335,5102,315,193,114,9237,372,1,3,940,252,6361,593,5286,NA,30.8,0.1
18109,"Morgan County, Indiana",71757,NA,79134,2859,68428,341,337,135,12,17,430,103,0,30,505,271,2045,309,1320,NA,41.5,0.5
18127,"Porter County, Indiana",173355,NA,82915,2191,149908,991,7090,406,179,86,2393,227,19,29,3232,585,10534,1039,18657,NA,40.1,0.3
18141,"St. Joseph County, Indiana",272388,NA,61877,1554,201310,941,35089,1011,827,302,6947,370,176,53,7831,943,20208,1577,25949,NA,36.7,0.2
18157,"Tippecanoe County, Indiana",186955,NA,55728,1577,145873,996,11214,450,230,84,14580,492,14,17,5743,982,9301,927,16670,NA,28.4,0.2
18163,"Vanderburgh County, Indiana",179900,NA,58839,1279,149945,593,17554,690,181,251,2433,250,439,42,2154,556,7194,891,5426,NA,38.9,0.4
18167,"Vigo County, Indiana",106355,NA,52789,2521,91247,374,7357,329,185,81,2160,179,114,117,1373,375,3919,514,2999,NA,36.4,0.2
18173,"Warrick County, Indiana",64065,NA,91105,4766,58604,563,1322,184,50,58,1563,277,5,8,683,486,1838,504,1351,NA,41.7,0.5
18177,"Wayne County, Indiana",66522,NA,54854,2833,58609,348,2889,406,272,290,715,168,3,12,943,288,3091,440,2212,NA,40.9,0.4
19013,"Black Hawk County, Iowa",131041,NA,62329,2004,106818,519,12800,389,443,218,3458,261,616,74,2016,409,4890,713,6217,NA,35.5,0.1
19049,"Dallas County, Iowa",100367,NA,99533,3165,85828,756,2309,456,219,122,4584,363,34,52,1517,450,5876,830,6411,NA,35.6,0.2
19061,"Dubuque County, Iowa",98812,NA,73495,2421,89619,325,2968,444,116,64,1278,170,708,46,733,275,3390,509,2723,NA,38.7,0.5
19103,"Johnson County, Iowa",153360,NA,72977,2901,121054,670,11355,629,287,148,9441,412,80,50,2864,597,8279,854,9082,NA,30.6,0.1
19113,"Linn County, Iowa",229308,NA,75457,1426,196168,864,13388,786,433,226,5324,493,406,67,2253,616,11336,1122,8229,NA,38.2,0.3
19153,"Polk County, Iowa",493378,NA,78827,1322,393717,1660,35994,1140,1057,254,24325,798,93,79,11630,1501,26562,2408,43942,NA,36.1,0.2
19155,"Pottawattamie County, Iowa",93543,NA,68718,1923,83925,653,1446,274,232,99,837,158,90,41,1663,419,5350,647,7933,NA,39.7,0.2
19163,"Scott County, Iowa",174315,NA,72792,1910,142560,872,12261,687,402,113,4930,256,42,47,2442,694,11678,1083,12668,NA,38.7,0.3
19169,"Story County, Iowa",98573,NA,66197,2497,82650,505,2333,240,260,68,7179,333,45,48,1501,301,4605,562,3751,NA,26.5,0.2
19193,"Woodbury County, Iowa",105526,NA,68399,2126,81084,1019,4491,453,1895,307,2476,324,589,20,3470,623,11521,1224,19087,NA,35.9,0.3
20015,"Butler County, Kansas",67618,NA,77724,2660,60166,462,1737,205,500,133,925,165,81,92,786,346,3423,513,3741,NA,38.2,0.4
20045,"Douglas County, Kansas",119094,NA,66153,2646,94930,690,5101,547,2010,458,5873,423,23,25,1496,352,9661,1028,7950,NA,30.7,0.2
20091,"Johnson County, Kansas",610742,NA,103644,1484,500746,2113,29591,833,1288,277,32803,800,185,102,11517,1547,34612,1903,49729,NA,38.1,0.2
20103,"Leavenworth County, Kansas",82050,NA,84307,4939,66198,534,6151,526,376,147,1056,181,36,37,2102,658,6131,825,6080,NA,38,0.5
20161,"Riley County, Kansas",72105,NA,56327,1958,57298,638,4591,494,571,268,3195,291,182,144,1303,429,4965,771,6141,NA,24.9,0.2
20173,"Sedgwick County, Kansas",522700,NA,65372,1125,381239,2238,42066,1305,4769,884,22280,841,370,133,23479,2005,48497,2833,80925,NA,35.8,0.1
20177,"Shawnee County, Kansas",178625,NA,63463,2635,139041,1173,14335,685,1076,244,2628,338,141,104,7624,986,13780,1187,23577,NA,39.4,0.3
20209,"Wyandotte County, Kansas",167989,NA,57771,1464,84386,1435,34478,855,1853,725,8862,261,372,92,21316,1275,16722,1479,50738,NA,34.3,0.1
21015,"Boone County, Kentucky",136150,NA,91697,3743,119240,763,4889,525,261,134,3156,258,275,29,2674,647,5655,755,6174,NA,38,0.4
21029,"Bullitt County, Kentucky",82482,NA,73900,1916,76665,479,1006,213,31,23,542,169,0,29,793,450,3445,450,2139,NA,41.1,0.5
21037,"Campbell County, Kentucky",93122,NA,71979,3523,85964,502,2454,269,39,29,912,94,16,26,645,254,3092,458,2116,NA,38.9,0.4
21047,"Christian County, Kentucky",72766,NA,48920,3678,49743,511,14698,572,184,89,904,249,277,29,1596,490,5364,637,6145,NA,28.4,0.3
21059,"Daviess County, Kentucky",102916,NA,64021,3874,90247,550,4894,432,129,62,2126,106,345,371,1418,501,3757,519,3549,NA,38.7,0.5
21067,"Fayette County, Kentucky",321276,NA,66087,1966,230704,835,47240,1001,584,206,13248,386,49,56,9036,822,20415,1469,23839,NA,35.2,0.1
21093,"Hardin County, Kentucky",111005,NA,64136,3117,85855,460,13155,639,241,105,2177,287,462,69,1521,441,7594,754,6658,NA,37.2,0.4
21111,"Jefferson County, Kentucky",779232,NA,66296,937,526215,1908,171527,1679,697,225,23233,768,374,88,11725,1548,45461,2344,48984,NA,38.5,0.2
21117,"Kenton County, Kentucky",169066,NA,76016,2340,149427,512,7402,516,233,120,2183,223,55,71,2860,505,6906,759,6094,NA,37.7,0.3
21145,"McCracken County, Kentucky",67573,NA,58490,2974,56261,254,7077,353,153,78,658,93,8,16,357,157,3059,471,1882,NA,42.5,0.5
21151,"Madison County, Kentucky",92955,NA,59797,2937,83656,425,3637,260,296,170,829,211,212,263,788,288,3537,488,2550,NA,34.4,0.3
21185,"Oldham County, Kentucky",67997,NA,117334,3920,60436,377,2662,215,105,59,1139,145,5,10,679,241,2971,394,2773,NA,39.5,0.4
21199,"Pulaski County, Kentucky",65145,NA,48768,2292,62178,241,594,108,133,86,549,73,0,29,227,180,1464,270,1752,NA,41.8,0.5
21227,"Warren County, Kentucky",135307,NA,63074,2102,107134,673,11877,613,159,85,6723,284,694,67,2586,514,6134,787,7652,NA,33.3,0.2
22005,"Ascension Parish, Louisiana",126973,NA,93800,3514,85412,514,29074,843,305,138,1525,294,97,123,4679,596,5881,1005,7829,NA,36.2,0.4
22015,"Bossier Parish, Louisiana",128877,NA,64598,3122,86183,1477,30766,442,682,209,2589,256,63,87,1957,700,6637,1464,8914,NA,36,0.2
22017,"Caddo Parish, Louisiana",236259,NA,47572,2032,105210,662,116373,866,689,215,3012,252,152,33,2277,486,8546,1159,7200,NA,38.7,0.3
22019,"Calcasieu Parish, Louisiana",210770,NA,64370,3249,143271,944,51821,920,482,228,3113,256,60,70,2715,817,9308,1154,8823,NA,36.7,0.3
22033,"East Baton Rouge Parish, Louisiana",454369,NA,62083,1760,203084,1069,205448,2578,691,250,14103,609,0,33,10273,1282,20770,2789,20482,NA,34,0.2
22045,"Iberia Parish, Louisiana",69958,NA,55190,2319,41089,429,21827,663,119,125,1858,115,1,3,1121,426,3943,783,3095,NA,37.4,0.3
22051,"Jefferson Parish, Louisiana",436171,NA,63257,1592,245470,2221,117131,1343,1857,541,18127,671,100,49,20878,2029,32608,2458,66079,NA,39.8,0.2
22055,"Lafayette Parish, Louisiana",243175,NA,66617,2192,160322,889,62497,945,283,99,4485,313,118,146,2900,779,12570,1276,11370,NA,36.2,0.3
22057,"Lafourche Parish, Louisiana",97220,NA,61381,4953,75654,445,12950,658,2046,366,604,163,2,4,1067,371,4897,712,4372,NA,38.8,0.5
22063,"Livingston Parish, Louisiana",143425,NA,77978,4335,123496,828,10684,595,449,415,1185,183,1,2,2167,725,5443,1092,6367,NA,36.6,0.4
22071,"Orleans Parish, Louisiana",380408,NA,51116,1705,123390,880,216866,1373,818,226,10680,275,61,38,8407,1192,20186,1424,21528,NA,37.9,0.2
22073,"Ouachita Parish, Louisiana",159585,NA,49261,2573,91697,774,59511,683,266,177,1854,142,19,12,2168,461,4070,919,3709,NA,36.5,0.3
22079,"Rapides Parish, Louisiana",129536,NA,55407,2017,80405,444,40339,555,604,174,1538,262,15,16,1301,373,5334,723,4572,NA,37.7,0.4
22097,"St. Landry Parish, Louisiana",82574,NA,44478,2152,44705,308,33617,470,106,74,459,40,176,200,894,416,2617,450,2056,NA,37.3,0.4
22103,"St. Tammany Parish, Louisiana",266168,NA,76914,2541,207322,1195,32362,1000,2053,649,3821,421,689,572,3302,1043,16619,1521,16212,NA,40.6,0.3
22105,"Tangipahoa Parish, Louisiana",133953,NA,55274,2869,85044,849,39939,759,124,70,954,180,43,70,1157,417,6692,1083,6332,NA,35.7,0.3
22109,"Terrebonne Parish, Louisiana",108862,NA,63088,3476,73482,666,20784,620,5950,433,1301,67,24,41,1259,327,6062,867,5818,NA,36.9,0.5
23001,"Androscoggin County, Maine",111532,NA,64500,2165,100100,357,4863,414,78,88,1141,240,18,27,456,195,4876,565,2259,NA,40.8,0.4
23003,"Aroostook County, Maine",67237,NA,50843,1655,63058,167,510,111,1072,109,271,49,30,20,247,112,2049,239,991,NA,48.5,0.3
23005,"Cumberland County, Maine",303357,NA,87710,2034,269937,1225,9630,566,524,178,6576,459,98,50,2187,699,14405,1308,6895,NA,42.1,0.3
23011,"Kennebec County, Maine",124003,NA,62118,1971,116633,389,924,171,384,149,1121,163,16,23,544,199,4381,508,2203,NA,44.3,0.3
23019,"Penobscot County, Maine",152640,NA,59438,1637,141780,541,1504,187,1697,253,1486,222,34,26,1038,390,5101,564,2498,NA,42.4,0.3
23031,"York County, Maine",212691,NA,79743,2453,197097,1202,2193,306,451,195,2260,286,27,35,1292,373,9371,1253,4162,NA,45.2,0.1
24001,"Allegany County, Maryland",68161,NA,55248,2767,59828,195,4962,197,95,49,631,90,5,5,194,99,2446,238,1377,NA,41.9,0.4
24003,"Anne Arundel County, Maryland",588109,NA,116009,1642,396379,2304,102607,1515,2075,690,23711,867,272,95,22215,2302,40850,2864,51224,NA,38.8,0.3
24005,"Baltimore County, Maryland",850737,NA,88157,1370,475191,2090,256007,1682,1980,450,51693,1193,1044,772,22862,2367,41960,2589,51697,NA,39.5,0.2
24009,"Calvert County, Maryland",93244,NA,128078,4071,72722,658,11375,608,146,85,1860,346,58,68,896,364,6187,796,4319,NA,40.4,0.5
24013,"Carroll County, Maryland",173225,NA,111672,3322,153236,757,6487,475,387,193,3846,249,44,43,2181,527,7044,766,7169,NA,41.5,0.3
24015,"Cecil County, Maryland",103876,NA,86869,3534,87741,647,7058,568,109,51,1400,276,36,53,2107,548,5425,759,5069,NA,41,0.5
24017,"Charles County, Maryland",167035,NA,116882,1877,62876,906,81979,1279,841,329,5341,352,25,26,3227,912,12746,1378,11269,NA,38.8,0.3
24021,"Frederick County, Maryland",273829,NA,115724,2555,202183,1303,27723,1025,652,214,13586,467,95,65,5909,897,23681,1872,30072,NA,38.9,0.2
24025,"Harford County, Maryland",261059,NA,106417,2845,196583,705,37072,1031,265,158,7702,429,139,73,4490,745,14808,1295,12948,NA,40.4,0.3
24027,"Howard County, Maryland",332011,NA,140971,2122,168563,1241,66568,1015,632,240,62582,1339,206,60,9222,1471,24238,2181,24823,NA,39.2,0.2
24031,"Montgomery County, Maryland",1056910,NA,125583,1757,492918,3899,195859,1915,4071,739,161673,1439,431,86,110461,4358,91497,3439,211486,NA,39.8,0.2
24033,"Prince George's County, Maryland",957189,NA,97935,1296,133154,2461,585279,2379,4256,874,39237,1021,357,164,141111,3556,53795,3565,190973,NA,38.2,0.2
24037,"St. Mary's County, Maryland",113814,NA,113668,4210,83764,849,16411,591,67,56,2839,344,0,31,2043,624,8690,959,6471,NA,37,0.3
24043,"Washington County, Maryland",154645,NA,73017,2283,121671,704,17445,757,209,123,2693,329,155,50,2178,616,10294,1067,9630,NA,40.9,0.4
24045,"Wicomico County, Maryland",103815,NA,69421,2707,64951,625,27049,851,230,143,2946,402,28,31,2546,560,6065,947,5949,NA,36.1,0.4
24510,"Baltimore city, Maryland",584548,NA,58349,916,166154,1545,358028,1566,1622,380,15045,564,181,94,17674,1648,25844,1526,34381,NA,36,0.2
25001,"Barnstable County, Massachusetts",229436,NA,90447,2270,201599,1665,6515,614,1007,263,3421,253,20,22,5007,1230,11867,1369,8047,NA,54.5,0.2
25003,"Berkshire County, Massachusetts",128763,NA,69744,2608,113536,514,3774,444,211,82,2204,204,27,32,2458,469,6553,734,6829,NA,47.5,0.3
25005,"Bristol County, Massachusetts",576699,NA,80628,1754,463728,2464,24303,1433,1181,420,13371,649,235,189,31021,2124,42860,2523,52151,NA,41,0.2
25009,"Essex County, Massachusetts",806103,NA,94378,1325,582834,3251,35280,1880,1672,487,28271,789,183,148,92689,3290,65174,3278,183006,NA,40.9,0.2
25011,"Franklin County, Massachusetts",70980,NA,70383,2141,64245,319,875,188,59,32,1337,173,8,15,1227,386,3229,367,3263,NA,47.1,0.3
25013,"Hampden County, Massachusetts",464575,NA,66619,1433,329283,2591,41192,1238,1056,357,12038,499,29,71,29737,2283,51240,2744,124544,NA,39.5,0.2
25015,"Hampshire County, Massachusetts",153931,NA,84025,2156,130857,523,3218,303,147,69,7563,352,130,54,2652,538,9364,706,9540,NA,39.3,0.4
25017,"Middlesex County, Massachusetts",1623109,NA,121304,1349,1154437,3674,81837,1826,2753,663,210784,1604,751,177,59686,3643,112861,4012,136457,NA,38.8,0.2
25021,"Norfolk County, Massachusetts",722112,NA,120621,1910,527921,2321,51311,1241,815,228,86084,1225,266,139,13711,1679,42004,2695,37445,NA,40.7,0.2
25023,"Plymouth County, Massachusetts",529548,NA,105387,1819,420584,2424,47988,1879,723,309,8648,484,221,224,17438,1955,33946,2386,23099,NA,42.7,0.2
25025,"Suffolk County, Massachusetts",785443,NA,87669,1916,387745,2465,155625,2117,2916,565,69412,1027,544,222,59052,3065,110149,4125,184846,NA,33.6,0.1
25027,"Worcester County, Massachusetts",858898,NA,88524,1230,671257,3279,44660,1512,2022,674,43903,833,352,109,31511,2447,65193,2976,107201,NA,40.2,0.2
26005,"Allegan County, Michigan",120189,NA,75543,2369,108393,977,1552,288,374,124,916,133,21,25,2212,636,6721,956,9301,NA,40.4,0.4
26017,"Bay County, Michigan",103752,NA,57887,2395,95552,554,1404,211,202,102,529,155,55,47,661,207,5349,549,5963,NA,43.6,0.3
26021,"Berrien County, Michigan",153938,NA,60379,1576,117706,846,21616,400,740,339,2469,262,44,59,2888,656,8475,625,9083,NA,42.5,0.3
26025,"Calhoun County, Michigan",134011,NA,58191,1531,105112,418,13459,725,591,206,3610,333,13,19,1744,484,9482,938,7657,NA,40,0.3
26037,"Clinton County, Michigan",79249,NA,82594,2273,72025,402,1375,197,271,106,998,128,8,12,770,269,3802,428,3808,NA,41.4,0.3
26045,"Eaton County, Michigan",109072,NA,77158,2013,91615,456,7658,381,411,132,2487,275,20,22,1431,276,5450,675,6321,NA,41.2,0.3
26049,"Genesee County, Michigan",405280,NA,58594,1313,296619,1043,79270,1417,1240,286,4015,354,76,56,3670,779,20390,1521,15356,NA,40.5,0.3
26055,"Grand Traverse County, Michigan",95315,NA,75553,2259,88814,521,701,161,893,307,633,113,53,48,537,223,3684,441,2951,NA,42.8,0.3
26065,"Ingham County, Michigan",282540,NA,62548,1854,202102,1159,33555,1117,1082,202,17965,505,15,22,5436,936,22385,1360,23272,NA,33,0.2
26067,"Ionia County, Michigan",66663,NA,71720,2440,58954,274,2644,407,139,81,323,92,12,17,633,170,3958,504,3458,NA,39.1,0.4
26075,"Jackson County, Michigan",160637,NA,62581,1580,136045,622,12611,576,393,102,1296,229,20,19,1193,412,9079,842,6116,NA,41.1,0.3
26077,"Kalamazoo County, Michigan",261426,NA,67905,1566,204165,994,28681,1161,807,474,6376,489,146,100,3402,798,17849,1545,14243,NA,34.6,0.2
26081,"Kent County, Michigan",657321,NA,76247,1275,495992,2363,63470,1540,2729,522,20592,672,204,91,21501,1997,52833,2665,72840,NA,35.6,0.1
26087,"Lapeer County, Michigan",88687,NA,75402,2304,82211,408,957,105,241,126,327,98,3,4,1001,389,3947,409,4450,NA,44.5,0.2
26091,"Lenawee County, Michigan",99263,NA,65484,1751,89997,529,2164,255,243,109,318,77,40,34,1017,213,5484,602,8464,NA,42,0.4
26093,"Livingston County, Michigan",194302,NA,96135,1887,184070,635,1149,135,548,149,1646,240,22,33,997,264,5870,614,5224,NA,43.6,0.2
26099,"Macomb County, Michigan",878453,NA,73876,905,680537,1507,108151,1623,1799,441,39992,799,462,245,7428,899,40084,2167,25208,NA,41,0.2
26103,"Marquette County, Michigan",66376,NA,63115,2533,61014,161,1059,117,761,160,438,124,18,18,153,92,2933,279,1126,NA,39.1,0.4
26111,"Midland County, Michigan",83503,NA,73643,3212,76305,369,1298,179,317,82,1772,183,24,38,1057,299,2730,389,2616,NA,41.7,0.4
26115,"Monroe County, Michigan",154823,NA,72573,2027,142046,595,3322,359,157,58,569,173,12,18,1467,457,7250,727,6134,NA,42.6,0.3
26117,"Montcalm County, Michigan",66901,NA,61250,2373,60361,405,2139,326,182,80,152,89,26,40,646,205,3395,538,2476,NA,40.6,0.5
26121,"Muskegon County, Michigan",175947,NA,61347,1338,137379,747,23050,807,1239,192,1334,221,40,35,1329,357,11576,1192,10739,NA,39.4,0.4
26125,"Oakland County, Michigan",1272264,NA,92620,953,913135,2174,167691,2168,2236,292,102915,1198,405,154,15063,1519,70819,2836,57851,NA,41.1,0.2
26139,"Ottawa County, Michigan",296183,NA,83932,1829,255482,1488,5068,490,1256,562,8032,443,61,49,9684,1344,16600,1265,30237,NA,35.8,0.1
26145,"Saginaw County, Michigan",189821,NA,56579,1405,137164,965,35774,638,691,332,2267,235,53,69,3371,580,10501,1057,17159,NA,41,0.3
26147,"St. Clair County, Michigan",160257,NA,66887,1727,147655,386,3753,344,284,101,759,188,22,24,1253,270,6531,470,5832,NA,44.1,0.2
26155,"Shiawassee County, Michigan",68124,NA,62498,2822,64633,231,449,109,178,89,198,74,29,44,459,165,2178,224,2077,NA,43.2,0.3
26159,"Van Buren County, Michigan",75636,NA,65531,3396,63162,546,2559,214,421,218,472,135,7,12,3127,527,5888,663,8974,NA,40.8,0.3
26161,"Washtenaw County, Michigan",370231,NA,84245,2357,262172,930,42895,1052,855,175,33933,566,137,63,5555,831,24684,1415,18908,NA,34.4,0.1
26163,"Wayne County, Michigan",1781641,NA,57223,563,905956,2431,670722,3391,5497,657,61624,1238,350,122,45494,2368,91998,4006,112699,NA,37.7,0.2
27003,"Anoka County, Minnesota",363985,NA,95782,1203,288143,1109,28448,706,1994,379,19004,578,64,68,8343,923,17989,1539,18621,NA,38.8,0.2
27013,"Blue Earth County, Minnesota",69022,NA,70906,3327,60623,320,3217,240,109,59,1719,152,33,48,846,235,2475,367,2854,NA,31.4,0.2
27019,"Carver County, Minnesota",107216,NA,116308,3386,95099,600,1742,384,201,90,3487,225,30,25,1571,556,5086,678,4736,NA,38.5,0.3
27027,"Clay County, Minnesota",65307,NA,75006,3165,57105,388,2993,422,828,227,967,227,135,116,248,118,3031,623,3176,NA,32.8,0.3
27035,"Crow Wing County, Minnesota",66558,NA,65975,2138,63000,212,416,163,479,99,288,51,1,4,530,220,1844,248,1076,NA,45,0.3
27037,"Dakota County, Minnesota",439179,NA,101360,1174,342633,1315,31094,1078,1241,286,22759,581,77,62,14569,1340,26806,1616,33779,NA,38.4,0.2
27053,"Hennepin County, Minnesota",1270787,NA,92595,1005,876481,2759,168955,2112,7887,678,90694,1343,305,108,42992,2757,83473,2980,89878,NA,37.2,0.2
27109,"Olmsted County, Minnesota",162307,NA,90420,3217,130706,988,11333,563,260,96,10088,392,106,47,2387,620,7427,957,8649,NA,37.6,0.3
27123,"Ramsey County, Minnesota",547202,NA,78108,1249,340510,1669,65644,1727,3074,500,82033,1145,151,115,16155,1588,39635,2545,42013,NA,35.7,0.1
27131,"Rice County, Minnesota",67152,NA,78214,3088,55390,428,4258,187,354,159,1446,142,84,63,2415,503,3205,528,5860,NA,37.1,0.4
27137,"St. Louis County, Minnesota",200122,NA,66491,1525,182059,443,3170,325,3576,322,1925,205,35,31,1028,302,8329,563,3782,NA,41.2,0.2
27139,"Scott County, Minnesota",151347,NA,118268,3544,121217,932,7644,525,786,291,9644,385,14,16,3633,851,8409,855,8517,NA,37.3,0.2
27141,"Sherburne County, Minnesota",97820,NA,99431,4078,86929,663,3143,406,303,111,1302,250,0,22,1482,474,4661,757,2918,NA,36.6,0.3
27145,"Stearns County, Minnesota",158622,NA,73105,1731,133861,471,12826,526,202,72,2983,351,45,44,2766,467,5939,690,5978,NA,34.9,0.1
27163,"Washington County, Minnesota",268651,NA,110828,2338,218918,886,12941,818,723,203,18594,433,116,53,3964,761,13395,1126,12480,NA,39.8,0.3
27171,"Wright County, Minnesota",142543,NA,102980,3863,129698,695,2033,388,380,211,1929,257,7,9,2226,658,6270,825,4761,NA,37.4,0.3
28033,"DeSoto County, Mississippi",186214,NA,79666,2535,114180,758,57584,615,322,148,2384,333,11,19,4566,810,7167,1102,9693,NA,37.1,0.3
28035,"Forrest County, Mississippi",77917,NA,49340,2744,45305,335,28140,494,81,54,726,155,208,206,317,180,3140,552,2503,NA,31.9,0.4
28047,"Harrison County, Mississippi",208748,NA,55211,2367,135147,719,51802,1029,532,238,4890,406,162,86,3062,663,13153,1240,11663,NA,37.6,0.3
28049,"Hinds County, Mississippi",226541,NA,48596,2731,54389,253,165118,616,397,263,1694,163,22,29,1121,368,3800,624,3581,NA,36.1,0.2
28059,"Jackson County, Mississippi",143721,NA,60045,2331,99283,932,29367,699,367,134,3415,359,29,54,4937,1092,6323,1051,10215,NA,39.4,0.4
28067,"Jones County, Mississippi",67152,NA,49451,3828,44638,517,19576,304,386,200,213,88,0,33,860,353,1479,547,3169,NA,37.7,0.5
28073,"Lamar County, Mississippi",64425,NA,67972,3073,47873,320,13481,300,153,127,781,143,0,33,406,308,1731,385,1991,NA,37.3,0.4
28075,"Lauderdale County, Mississippi",72741,NA,45649,2295,38257,354,31617,327,87,71,540,92,11,20,631,236,1598,402,1635,NA,38.5,0.6
28081,"Lee County, Mississippi",83343,NA,64479,3501,53608,366,24847,441,106,72,858,128,166,174,1989,496,1769,387,2491,NA,37.4,0.3
28089,"Madison County, Mississippi",109257,NA,79105,2822,61696,522,41097,353,20,23,2964,157,39,45,1232,460,2209,567,3381,NA,38.4,0.4
28121,"Rankin County, Mississippi",157185,NA,76460,3062,114933,613,33926,381,444,326,1940,332,0,33,2204,798,3738,724,4292,NA,38.9,0.2
29019,"Boone County, Missouri",184043,NA,66564,1774,145293,745,17075,967,383,112,8721,436,125,77,2196,675,10250,1151,6712,NA,31.8,0.2
29021,"Buchanan County, Missouri",84544,NA,58303,2955,70318,684,4957,409,357,128,1131,156,277,202,2238,515,5266,811,5900,NA,38.6,0.4
29031,"Cape Girardeau County, Missouri",81703,NA,65070,2407,70305,384,6185,374,94,71,1269,241,84,86,463,237,3303,545,2109,NA,36.9,0.4
29037,"Cass County, Missouri",108205,NA,82473,3273,94004,623,4765,418,332,128,630,138,127,34,1810,600,6537,691,5264,NA,39.9,0.4
29043,"Christian County, Missouri",89568,NA,75787,3210,82941,536,831,260,329,164,781,159,149,123,857,385,3680,594,3094,NA,39.1,0.5
29047,"Clay County, Missouri",253085,NA,82264,1686,206069,973,16732,980,923,256,5627,485,804,139,5970,809,16960,1303,18613,NA,37.5,0.2
29051,"Cole County, Missouri",76890,NA,70667,3712,63060,484,8761,341,117,55,1213,123,8,13,600,348,3131,554,2346,NA,39.6,0.6
